0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
1	0.21352	0.2119	0.045591	1.9696e-07	0.62161	0.97385	0.0097345	0.18236	0.44254	0.038938	0.62536	0.40712	0.9409	0.91995	0.35083	0.14104	0.93969	0.10265	0.81228	0.73639
2	0.97979	0.83038	0.95999	0.81532	0.063449	-0.12664	0.94059	3.84	-0.25125	3.7623	0.028399	0.088965	0.38002	0.62454	0.43691	0.50595	0.16329	0.4596	0.94868	0.10632
3	0.73225	0.66855	0.53619	0.044321	0.74541	-0.99379	0.39263	2.1448	0.22117	1.5705	0.47499	0.27769	0.19428	0.099238	0.59568	0.35215	0.99765	0.2603	0.79137	0.92866
4	0.47176	0.45445	0.22255	0.00054599	0.99607	0.17653	0.10499	0.89022	-0.34751	0.41997	0.49534	0.33537	0.45593	0.74586	0.95615	0.57494	0.10079	0.20047	0.88504	0.097904
5	0.65316	0.6077	0.42662	0.014132	0.88645	-0.82054	0.27865	1.7065	0.93803	1.1146	0.32648	0.56383	0.11444	0.092034	0.72394	0.73107	0.82434	0.24549	0.34781	0.92891
6	0.22337	0.22152	0.049893	3.0918e-07	0.64554	0.98603	0.011145	0.19957	0.32845	0.044578	0.41749	0.61696	0.34468	0.43533	0.74788	0.45323	0.6862	0.68311	0.90266	0.47215
7	0.95916	0.81871	0.92	0.65906	0.12794	-0.25378	0.88243	3.68	-0.49093	3.5297	0.16188	0.89325	0.87454	0.9819	0.66398	0.97961	0.95925	0.64923	0.68575	0.22542
8	0.25686	0.25404	0.065975	1.25e-06	0.72217	0.99907	0.016946	0.2639	-0.086052	0.067784	0.025257	0.17322	0.20528	0.8928	0.0087311	0.77596	0.48495	0.38644	0.85289	0.98755
9	0.99423	0.83834	0.98849	0.94374	0.018137	-0.036268	0.98278	3.9539	-0.072489	3.9311	0.71615	0.8031	0.038497	0.5059	0.54439	0.20494	0.78798	0.98044	0.66194	0.19777
10	0.84326	0.74682	0.71109	0.18181	0.47275	-0.83317	0.59963	2.8444	-0.92151	2.3985	0.51918	0.074965	0.39223	0.6261	0.14994	0.31684	0.75502	0.20339	0.64353	0.23078
