0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
1	1.2366	1.0081	1.0088	0.5155	0.67639	0.44569	0.22435	0.26288	0.9693	0.8687	0.80398	1.6896	0.26221	1.8816	1.6139	0.9986	0.17957	0.95242	0.95947	1.4309
2	1.2211	1.0002	0.99394	0.51236	0.67456	0.43653	0.21854	0.24757	0.96253	0.86083	0.61107	1.9325	0.99541	1.8503	1.8418	1.3152	0.60112	0.54533	1.6131	1.5394
3	1.7717	1.3124	1.5287	0.64135	0.74978	0.7947	0.4532	0.79394	1.2337	1.1728	0.65806	1.1587	0.44738	1.1819	1.6758	0.69583	1.0651	0.72728	1.5311	1.6538
4	1.594	1.2019	1.3546	0.59432	0.72225	0.66947	0.36881	0.61722	1.1369	1.0624	0.66685	1.1747	0.78933	1.1592	1.1885	1.5716	0.67634	1.0263	1.6484	1.4775
5	1.2958	1.0385	1.0658	0.52767	0.68345	0.48107	0.24682	0.32154	0.99547	0.8991	1.0057	1.5717	0.90284	1.5204	1.1461	1.2505	0.30194	0.8491	1.1258	1.6385
6	1.9444	1.4347	1.6998	0.69627	0.78217	0.93064	0.54927	0.96623	1.3427	1.2952	0.67623	1.9399	0.95809	1.703	1.2128	1.5692	0.80994	0.31491	1.6511	1.3967
7	1.7851	1.3214	1.5419	0.64525	0.75207	0.80472	0.46011	0.80734	1.2416	1.1818	1.1306	1.608	0.70818	1.2836	1.1742	1.4483	0.514	0.061684	1.2346	0.86236
8	1.0314	0.90523	0.81196	0.47468	0.6527	0.32583	0.1487	0.059943	0.88107	0.76599	0.96734	1.5901	1.0458	1.2527	1.6225	1.1036	0.83384	0.32135	1.0568	1.327
9	1.1508	0.96471	0.92642	0.49825	0.66637	0.3952	0.19241	0.178	0.93207	0.82539	1.0837	1.1287	0.8227	1.7141	1.5248	1.5629	0.84306	1.0122	1.1901	1.3305
10	1.8243	1.3479	1.5807	0.65694	0.75895	0.83445	0.48076	0.84642	1.2651	1.2083	0.84306	1.7473	0.78287	1.5316	1.0441	1.4921	0.61563	0.99429	1.5318	1.4701
11	1.8225	1.3467	1.5789	0.65638	0.75862	0.83305	0.47978	0.84461	1.264	1.2071	1.1867	1.505	0.94979	1.7414	1.7248	0.95994	0.4715	0.63533	1.0354	1.4558
12	1.8707	1.3804	1.6266	0.67145	0.7675	0.87066	0.50622	0.8927	1.2941	1.2409	1.0331	1.2391	0.44502	1.4141	1.2819	1.6064	0.46109	0.45948	1.3083	0.82313
13	1.6219	1.2185	1.3818	0.60122	0.72628	0.68831	0.38131	0.6449	1.1513	1.0789	1.0942	1.8958	1.0732	1.7336	1.8548	1.3518	0.84862	0.94719	1.379	1.5486
14	1.9755	1.4587	1.7308	0.7075	0.78884	0.95697	0.56853	0.9973	1.3643	1.3192	0.88782	1.8469	0.43561	1.2404	1.6711	1.4579	1.0174	0.99612	1.4317	1.1374
15	1.1122	0.94539	0.88937	0.49059	0.66193	0.37268	0.1782	0.1398	0.9155	0.8061	1.1427	1.8631	0.59613	1.8775	1.7883	0.9893	0.68457	0.067113	0.98393	1.6159
16	1.6121	1.2126	1.3722	0.59879	0.72486	0.68168	0.3769	0.6352	1.1462	1.0731	0.7154	1.7534	0.17311	1.9052	1.6896	1.1402	0.43714	0.56427	1.2541	1.5277
17	1.2616	1.0208	1.0328	0.5206	0.67935	0.46055	0.23377	0.28761	0.98028	0.88146	1.2217	1.256	0.98444	0.97471	1.6202	0.65045	0.31732	0.21625	1.4372	1.025
18	1.0692	0.92398	0.84815	0.4821	0.65701	0.3477	0.16247	0.097284	0.89714	0.78472	0.62182	1.9464	0.56787	1.1777	1.3795	0.78742	0.79705	0.050032	1.258	1.6701
19	1.9722	1.4562	1.7276	0.7063	0.78812	0.95417	0.56647	0.99404	1.362	1.3167	0.60857	1.4655	0.58919	1.6872	1.6956	1.3502	0.92443	0.80591	1.256	0.95596
20	1.5215	1.1601	1.284	0.577	0.71215	0.62158	0.33734	0.54519	1.1005	1.0206	0.27748	1.8858	0.4624	1.8281	1.7385	1.4107	0.7317	0.76359	1.1622	1.5523
21	1.0445	0.91169	0.82445	0.47724	0.65419	0.33337	0.15345	0.072827	0.88661	0.77245	0.55129	1.7031	0.18325	1.4381	0.95842	0.99635	0.50024	1.0245	1.2914	1.526
22	1.0695	0.9241	0.84839	0.48215	0.65704	0.34785	0.16256	0.097532	0.89725	0.78484	0.51878	1.8565	0.22778	1.4331	1.813	1.5764	0.85667	0.16179	0.8015	1.2314
23	1.672	1.2489	1.4308	0.61406	0.73378	0.72293	0.40444	0.69477	1.1779	1.1093	1.1657	1.271	0.79941	1.6546	1.8322	0.85666	0.87437	0.72544	1.132	1.1643
24	1.8462	1.3631	1.6023	0.6637	0.76293	0.85141	0.49264	0.86828	1.2786	1.2235	1.1577	1.2581	0.45687	1.838	1.8392	1.3442	1.0228	0.72284	1.4368	1.7147
25	1.1058	0.94222	0.88329	0.48933	0.6612	0.36899	0.17588	0.13353	0.91278	0.80294	0.52818	0.98645	0.95762	1.2122	1.6987	0.70286	0.38879	0.30518	1.2823	1.441
26	1.9456	1.4357	1.7011	0.69673	0.78244	0.93171	0.55004	0.96751	1.3435	1.2962	0.9296	1.3999	0.66079	0.99059	1.1371	1.0633	0.47874	0.54437	0.89344	0.93591
27	1.6912	1.2608	1.4496	0.6191	0.73674	0.73639	0.4135	0.7138	1.1883	1.1212	1.1226	1.2555	0.5552	1.2469	0.99124	1.1886	0.44354	0.44032	1.5201	1.3086
28	1.665	1.2446	1.424	0.61223	0.73272	0.71804	0.40116	0.68781	1.1741	1.105	1.1939	1.5208	0.12564	1.3354	1.4016	1.226	0.52299	0.96091	1.3364	1.0503
29	1.2599	1.02	1.0312	0.52026	0.67915	0.45954	0.23313	0.28593	0.97954	0.88059	0.28862	1.5391	0.092464	1.8012	1.2419	1.0176	0.21868	0.42157	1.6419	1.6717
30	1.2434	1.0116	1.0154	0.5169	0.6772	0.44976	0.22693	0.26967	0.97231	0.8722	1.11	1.6156	0.70381	0.94989	1.1759	1.3575	0.87847	0.51764	0.96273	1.3884
31	1.0639	0.92133	0.84305	0.48105	0.6564	0.34462	0.16053	0.092017	0.89487	0.78207	1.0283	1.2016	0.3292	1.6199	1.7861	1.6106	0.91088	0.92483	1.6793	1.6716
32	1.9268	1.4214	1.6823	0.69012	0.77853	0.91601	0.53866	0.94864	1.3307	1.2819	1.1742	1.6941	0.69933	1.747	1.5385	1.2114	0.95467	0.92929	0.92506	1.5165
33	1.5117	1.1546	1.2745	0.57473	0.71082	0.61525	0.33321	0.53549	1.0957	1.0151	1.1209	1.9104	1.0184	1.5714	1.3619	1.2182	0.98938	0.12423	1.2392	1.0606
34	1.5961	1.2031	1.3566	0.59482	0.72254	0.67085	0.36972	0.61925	1.1379	1.0636	0.3424	1.3564	0.81512	1.8109	1.6378	0.95807	0.5044	0.42048	1.3251	0.99518
35	1.5437	1.1728	1.3055	0.5822	0.71518	0.63607	0.34682	0.56722	1.1115	1.0332	0.70489	1.3843	0.9792	1.2675	1.6129	1.4103	0.38926	0.57471	1.1702	1.033
36	1.1486	0.9636	0.92429	0.49781	0.66612	0.3939	0.19159	0.1758	0.93112	0.82428	0.73123	1.596	0.94493	1.3539	1.8477	1.3869	0.42109	0.1849	1.2383	1.0554
37	1.8983	1.4003	1.654	0.68047	0.77282	0.89273	0.52193	0.9202	1.3118	1.2608	1.103	1.579	0.0869	1.2718	1.6865	1.5795	0.68192	0.97749	1.1413	1.0937
38	1.108	0.94329	0.88533	0.48975	0.66144	0.37023	0.17666	0.13563	0.91369	0.804	0.60889	1.9646	0.75997	1.584	1.6728	1.5389	0.66649	0.86479	1.4644	1.2728
39	1.1836	0.98119	0.95786	0.5048	0.67017	0.4144	0.20454	0.21041	0.94621	0.84185	0.83263	1.6379	0.88043	1.1805	1.6811	1.5424	0.71552	0.841	1.5308	1.2455
40	1.5088	1.153	1.2717	0.57406	0.71043	0.61337	0.33198	0.5326	1.0943	1.0135	0.62556	1.8474	0.60473	1.0264	1.0245	1.2293	0.90466	1.0062	1.0064	1.4235
41	1.5088	1.153	1.2717	0.57406	0.71043	0.61337	0.33198	0.53261	1.0943	1.0135	1.0779	1.0419	0.76891	1.4735	1.6713	0.97219	0.14082	0.33501	0.89367	1.3779
42	1.5827	1.1953	1.3435	0.59155	0.72063	0.66188	0.3638	0.60596	1.1311	1.0558	0.48199	1.7623	0.98834	1.5776	1.8492	0.96873	0.54274	0.07905	1.2577	0.86306
43	1.9771	1.4601	1.7325	0.70812	0.7892	0.95841	0.56959	0.99898	1.3655	1.3205	1.0449	1.888	0.78549	1.8259	1.7006	0.89304	0.4283	0.90043	0.88123	1.5108
44	1.0904	0.93452	0.86846	0.48628	0.65943	0.36	0.17021	0.11823	0.90617	0.79524	0.50343	1.3153	0.95579	1.3915	1.3265	1.3944	0.64444	0.32537	1.1313	1.32
45	1.8959	1.3986	1.6516	0.67969	0.77236	0.89084	0.52057	0.91787	1.3103	1.2591	0.56176	1.6306	0.94521	0.97968	1.4497	1.2992	0.49304	0.92148	0.85168	1.5896
46	1.2885	1.0347	1.0587	0.52614	0.68256	0.47664	0.244	0.31424	0.99219	0.89529	0.40082	1.2329	1.0527	1.6841	1.7483	1.1634	0.72688	0.57591	1.6665	0.98333
47	1.1446	0.96159	0.92045	0.49701	0.66566	0.39157	0.19012	0.17185	0.9294	0.82228	1.2361	1.1816	0.85348	1.1965	0.88974	0.66473	0.51745	0.79632	1.0036	1.1694
48	1.7327	1.2871	1.4904	0.63037	0.74334	0.76614	0.43366	0.75517	1.2114	1.1475	0.4289	1.6973	0.90993	1.36	1.0766	1.0679	1.077	0.75005	1.4654	0.92937
49	1.8371	1.3567	1.5933	0.66085	0.76125	0.84429	0.48764	0.85914	1.273	1.2171	0.65644	1.629	0.18456	1.7781	1.6497	1.5712	1.0495	0.48225	0.70574	0.79688
50	1.55	1.1764	1.3117	0.5837	0.71605	0.64021	0.34954	0.57349	1.1146	1.0368	0.35295	1.9353	0.13167	1.3149	1.4957	1.5907	0.39087	0.10306	0.73118	1.595
51	1.1911	0.98498	0.96507	0.5063	0.67105	0.41881	0.20733	0.21784	0.94946	0.84563	1.0271	1.8508	0.82917	1.8664	1.6103	0.77225	1.0768	1.0138	1.4734	1.3627
