0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
1	0.33715	0.66026	0.87794	0.76564	0.88839	0.10152	0.057621	0.5893	0.32915	0.56127	1.9303	0.8847	1.8473	0.62608	1.2098	0.53222	1.0181	1.3093	0.70603	0.58018
2	0.40957	0.72496	0.91671	0.82103	0.92933	0.12931	0.095117	0.62485	0.35708	0.62391	1.7485	0.50422	1.1522	1.2759	1.6595	0.88804	0.99833	0.8725	0.84349	0.51817
3	0.9755	1.2441	1.2516	1.2788	1.2811	0.37461	0.41989	0.93409	0.60361	1.13	1.8855	0.39816	1.7325	1.2144	1.751	0.99339	0.79102	0.9093	0.77787	0.5659
4	0.47264	0.78147	0.95083	0.86956	0.96534	0.15381	0.12812	0.65615	0.38171	0.67866	1.8653	0.60443	1.3631	1.3122	0.92268	1.1138	0.087267	0.75265	0.95606	1.0609
5	0.25347	0.58567	0.83346	0.70192	0.84142	0.0697	0.014624	0.54854	0.29716	0.48909	1.2043	1.1228	1.9056	0.69121	1.2549	0.38093	1.0496	0.51221	0.8372	0.8537
6	0.83484	1.1118	1.1601	1.1589	1.1855	0.30617	0.33091	0.84903	0.53485	1.0002	1.0364	0.46881	0.98212	0.98658	1.5694	0.76281	0.6924	0.945	1.0266	0.65424
7	1.014	1.2808	1.2781	1.3127	1.3088	0.39474	0.44573	0.95886	0.62383	1.1662	1.8514	0.96618	1.7372	1.2275	1.3209	0.67444	0.50238	1.1529	0.17971	0.60093
8	0.76965	1.0514	1.1201	1.105	1.1435	0.27666	0.29207	0.81199	0.50519	0.94115	1.1251	1.1147	1.6924	1.4123	1.7654	1.0148	0.557	1.3023	1.076	0.15421
9	0.93187	1.2028	1.2224	1.241	1.2506	0.35259	0.39144	0.90686	0.58149	1.0894	1.951	1.13	1.4566	0.74848	1.8107	0.36058	0.96952	0.65312	0.24555	0.91392
10	1.2294	1.4906	1.4414	1.5113	1.4779	0.52212	0.60531	1.1127	0.75174	1.3741	1.217	0.28228	1.4816	0.9718	1.5072	0.27279	0.64853	1.2896	1.0293	0.81382
11	0.23909	0.57286	0.82583	0.69098	0.83336	0.064244	0.0072484	0.54155	0.29168	0.47669	1.3878	1.1441	1.8857	1.4565	1.2929	0.83024	0.88974	0.47316	0.86112	0.097712
12	1.1224	1.3854	1.3568	1.4105	1.3905	0.4553	0.5225	1.0327	0.68466	1.2696	1.6759	0.38717	1.0207	0.98472	1.3321	1.1159	0.61185	1.3061	0.85003	0.41442
13	0.67503	0.96454	1.0642	1.0284	1.0847	0.23576	0.23785	0.76038	0.46409	0.85648	1.7757	1.1035	1.4933	1.222	1.3164	1.0387	0.31205	0.70529	0.38618	0.96721
14	0.93081	1.2018	1.2217	1.2401	1.2499	0.35207	0.39076	0.9062	0.58096	1.0884	1.577	0.64928	1.581	1.2909	1.5062	1.1132	0.94088	0.84453	0.51031	0.38257
15	1.2019	1.4634	1.4189	1.485	1.4547	0.5042	0.58331	1.0914	0.73376	1.347	1.6307	0.67958	1.8644	0.77007	1.3015	0.66794	1.0404	0.7969	1.052	0.83655
16	1.2291	1.4904	1.4412	1.5111	1.4777	0.52197	0.60513	1.1125	0.75159	1.3739	1.9165	0.60266	1.203	0.90552	0.99047	0.88962	0.58802	0.3651	1.0015	0.7156
17	1.0067	1.2738	1.273	1.3062	1.3034	0.39084	0.44073	0.95407	0.61991	1.1593	1.5329	0.57247	1.3879	1.4368	1.3236	0.97184	0.94513	1.1684	0.80235	0.77394
18	0.83003	1.1073	1.1571	1.1548	1.1823	0.30395	0.328	0.84624	0.53262	0.99583	1.7511	1.1709	1.5232	1.0215	0.8889	0.93331	0.47048	0.42555	0.64276	1.0727
19	0.82489	1.1026	1.1539	1.1506	1.179	0.30159	0.32489	0.84328	0.53024	0.99115	1.1688	0.2063	1.4093	0.7024	1.4449	0.72707	0.97492	1.1307	1.0295	0.19164
20	0.52346	0.82716	0.97867	0.90895	0.99469	0.17385	0.15506	0.68171	0.40186	0.72297	1.2759	1.0444	1.7219	0.89792	1.1252	0.58086	0.36098	0.93502	0.65343	0.44376
21	0.67164	0.96145	1.0622	1.0257	1.0827	0.23433	0.23595	0.75856	0.46265	0.85346	1.8009	0.47259	1.8701	1.3486	1.5684	1.0025	0.49835	0.86137	0.47883	0.92544
22	0.47126	0.78023	0.95008	0.8685	0.96455	0.15327	0.1274	0.65547	0.38117	0.67746	1.063	0.82167	1.3998	1.18	1.0079	0.87125	0.14847	1.137	0.50644	1.0895
23	0.75874	1.0413	1.1135	1.0961	1.1366	0.27183	0.2857	0.80592	0.50034	0.93132	1.004	0.43572	1.8143	1.4366	1.4773	0.64924	0.90999	1.0267	0.26833	0.68674
24	0.24169	0.57517	0.82721	0.69295	0.83482	0.06523	0.0085815	0.54281	0.29267	0.47893	1.6783	1.1104	1.541	1.4903	0.9959	1.0674	0.55466	0.99944	1.094	0.88665
25	1.2041	1.4656	1.4207	1.4871	1.4566	0.50562	0.58505	1.093	0.73518	1.3492	1.7463	0.25253	1.2437	0.59473	1.4243	0.22652	0.61929	0.4837	0.57171	0.76666
26	1.1789	1.4407	1.4005	1.4632	1.4357	0.48959	0.56525	1.0739	0.71909	1.3244	0.96731	1.1012	1.0222	0.88132	1.742	0.85931	0.25852	1.3237	0.51229	0.58247
27	1.1651	1.4272	1.3897	1.4503	1.4245	0.48106	0.55466	1.0637	0.71052	1.311	1.4386	0.98417	1.5363	0.62081	1.3733	0.95285	0.14846	0.50246	0.99744	0.77505
28	0.58777	0.88523	1.0144	0.95923	1.0324	0.19967	0.18967	0.71458	0.42781	0.77934	1.5289	0.51499	1.0021	1.2655	0.98304	0.78047	0.17405	0.42216	0.94705	0.3646
29	0.62573	0.91965	1.0359	0.98917	1.055	0.2152	0.21044	0.73432	0.44342	0.8128	1.3778	0.6875	1.1138	1.2916	1.6362	0.51042	0.30392	1.2307	0.62919	0.11463
30	0.64473	0.93692	1.0467	1.0042	1.0664	0.22307	0.22094	0.7443	0.45133	0.8296	1.7601	0.69747	1.4143	0.96354	0.95247	0.45114	0.84888	0.76995	0.82347	0.84909
31	1.1609	1.4231	1.3864	1.4463	1.4211	0.47846	0.55143	1.0606	0.70791	1.3069	1.6609	0.78459	1.0326	0.87829	1.2536	0.48267	0.22991	0.60114	1.0163	0.36816
32	0.31734	0.64259	0.86738	0.75053	0.87725	0.09397	0.047419	0.57962	0.32156	0.54417	1.4842	0.65415	1.2548	0.86478	1.6273	0.83554	0.70991	0.78179	0.23436	0.30051
33	1.2169	1.4783	1.4312	1.4994	1.4673	0.51393	0.59527	1.1029	0.74352	1.3618	1.7392	0.45845	1.0621	0.71015	1.8773	0.2251	0.4061	1.2888	0.9356	0.17182
34	0.35905	0.67981	0.88962	0.78236	0.90073	0.10989	0.068924	0.60001	0.33757	0.58019	1.5895	0.68364	1.7444	1.1766	1.2769	0.6444	1.0023	0.95477	0.38973	0.35673
35	0.87132	1.1459	1.1831	1.1895	1.2096	0.32325	0.35326	0.87036	0.55201	1.0336	1.9298	0.7809	1.3788	1.1318	1.0163	1.0117	0.28075	0.63607	0.14425	0.96571
36	0.336	0.65924	0.87733	0.76477	0.88775	0.10109	0.057032	0.58874	0.32872	0.56028	1.6637	1.1987	1.4899	1.0415	1.1477	0.85738	0.89687	0.53771	0.97466	0.19947
37	0.50304	0.80879	0.96745	0.89309	0.98286	0.16576	0.14419	0.6714	0.39373	0.70515	1.4905	1.1461	1.3886	1.2104	1.8794	1.1089	0.97657	0.61753	0.33474	0.33252
38	1.0504	1.3157	1.3038	1.3451	1.3355	0.41437	0.47078	0.98291	0.64355	1.2006	1.8126	1.0333	1.8178	1.3595	1.1531	0.74843	0.80286	0.60119	0.3875	0.7817
39	0.32815	0.65224	0.87314	0.75878	0.88333	0.09809	0.052985	0.5849	0.3257	0.5535	1.8379	1.1116	1.8537	1.1292	1.7448	1.021	0.86572	1.2002	0.5526	0.42923
40	0.92974	1.2008	1.221	1.2392	1.2492	0.35154	0.39008	0.90555	0.58043	1.0874	1.0754	0.53041	1.8272	0.6546	1.3814	0.94129	0.066001	0.60828	0.74963	1.0872
41	0.82864	1.106	1.1562	1.1537	1.1814	0.30331	0.32716	0.84544	0.53198	0.99457	1.4741	1.0059	1.537	0.54938	1.1228	0.53412	0.99594	0.45833	0.80414	1.0057
42	0.63304	0.92629	1.04	0.99497	1.0594	0.21822	0.21447	0.73815	0.44646	0.81926	1.8956	1.1235	1.3569	0.91057	1.4415	0.81475	0.21317	1.2957	0.70006	0.30375
43	0.99552	1.2632	1.2653	1.2963	1.2954	0.38498	0.43322	0.94687	0.61403	1.1488	1.5803	1.1006	1.821	1.5022	1.0274	1.0096	1.0016	0.97818	0.61766	0.75018
44	0.35429	0.67556	0.88708	0.77872	0.89805	0.10807	0.066465	0.59768	0.33574	0.57608	1.9342	0.33329	0.99266	1.063	1.7407	0.83074	0.56631	1.301	0.68309	0.60846
45	0.96514	1.2343	1.2446	1.2698	1.2738	0.36931	0.41306	0.92755	0.59829	1.1203	1.9342	0.53614	1.8655	1.1714	1.4221	0.30319	0.95257	1.213	0.46423	0.94091
46	0.49134	0.79827	0.96104	0.88402	0.9761	0.16115	0.138	0.66552	0.38909	0.69495	1.6631	0.43591	1.0723	1.1998	1.3139	0.91733	0.75075	1.2087	1.0767	0.46228
47	0.63459	0.9277	1.0409	0.99619	1.0603	0.21886	0.21533	0.73896	0.4471	0.82063	1.9018	1.1585	0.96857	1.1424	1.423	0.81643	0.61901	1.1345	0.84933	0.27509
