0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
1	0.035348	0.29137	0.087414	5.104e-06	0.40046	0.97957	0.025845	0.087414	0.2286	0.025845	0.77187	0.7393	0.68852	0.44685	0.81109	0.79235	0.8652	0.14069	0.55609	0.67669
2	0.35239	0.62708	0.45941	0.020465	0.42401	0.050572	0.31139	0.45941	0.89392	0.31139	0.016262	0.28623	0.3524	0.2647	0.79229	0.15017	0.096069	0.75746	0.16446	0.92386
3	0.76618	0.4381	0.20565	0.00036782	0.49467	0.64406	0.093259	0.20565	0.2241	0.093259	0.76038	0.25298	0.58814	0.44493	0.98907	0.50931	0.49671	0.12303	0.038477	0.48943
4	0.62739	0.59563	0.40711	0.011183	0.45371	0.11867	0.25976	0.40711	0.99329	0.25976	0.32577	0.31859	0.088388	0.80194	0.18602	0.22087	0.56758	0.3936	0.24823	0.70274
5	0.52448	0.35069	0.12839	3.4882e-05	0.45128	0.88862	0.046002	0.12839	0.010956	0.046002	0.29261	0.33652	0.94861	0.44081	0.12949	0.38571	0.46983	0.084352	0.46962	0.27107
6	0.80194	0.11479	0.013235	4.061e-10	0.1768	0.83076	0.0015226	0.013235	0.99609	0.0015226	0.78635	0.86614	0.066686	0.12761	0.74817	0.13589	0.39082	0.75761	0.67381	0.90713
7	0.044374	0.80102	0.86303	0.47878	0.11061	0.28426	0.80175	0.86303	0.11075	0.80175	0.047883	0.48388	0.90947	0.023905	0.60371	0.29318	0.7566	0.68557	0.95956	0.075161
8	0.31077	0.72896	0.66716	0.13218	0.27214	0.043397	0.54494	0.66716	0.12787	0.54494	0.8895	0.17386	0.027785	0.52667	0.65673	0.91998	0.040573	0.74551	0.73582	0.49084
9	0.042913	0.63128	0.46677	0.022157	0.41944	0.043391	0.3189	0.46677	0.87211	0.3189	0.16812	0.28022	0.34184	0.39928	0.57295	0.021009	0.18876	0.77388	0.98236	0.123
10	0.30417	0.26592	0.072446	1.9956e-06	0.37418	0.99638	0.019499	0.072446	0.38079	0.019499	0.22686	0.80278	0.035838	0.54718	0.7765	0.30605	0.72733	0.19393	0.75206	0.2753
11	0.5697	0.11185	0.012564	3.1303e-10	0.17245	0.82374	0.0014082	0.012564	0.99343	0.0014082	0.29666	0.031984	0.3487	0.33714	0.35961	0.73219	0.71398	0.072033	0.28862	0.98083
12	0.96341	0.013117	0.00017208	1.5087e-19	0.0206	0.54116	2.2573e-06	0.00017208	0.58205	2.2573e-06	0.85374	0.67101	0.12408	0.88523	0.31256	0.94993	0.38084	0.96417	0.98279	0.05988
13	0.41282	0.22668	0.052288	3.9086e-07	0.32908	0.99551	0.011957	0.052288	0.63244	0.011957	0.4186	0.1907	0.43457	0.13631	0.22638	0.31054	0.11741	0.63239	0.76515	0.81351
14	0.40123	0.82258	0.93304	0.70712	0.053403	0.39381	0.90125	0.93304	0.29246	0.90125	0.19897	0.043207	0.95363	0.77878	0.55965	0.084241	0.50125	0.72441	0.58327	0.8653
15	0.64197	0.58955	0.39753	0.0099281	0.45856	0.13444	0.25065	0.39753	0.99881	0.25065	0.56714	0.81725	0.061966	0.48534	0.54728	0.34109	0.62544	0.0059817	0.81432	0.14084
16	0.38804	0.83411	0.97322	0.87307	0.021172	0.45769	0.9601	0.97322	0.41569	0.9601	0.13558	0.43202	0.36617	0.81365	0.24003	0.31558	0.14716	0.24485	0.45113	0.86365
17	0.49013	0.27279	0.076334	2.5918e-06	0.38151	0.9932	0.02109	0.076334	0.33782	0.02109	0.98565	0.44153	0.30462	0.63549	0.3573	0.076663	0.22537	0.4924	0.48795	0.96408
18	0.51835	0.79189	0.83522	0.40644	0.1336	0.24252	0.76331	0.83522	0.058565	0.76331	0.97801	0.55972	0.52207	0.33848	0.29333	0.56634	0.20877	0.35117	0.96117	0.24044
