0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
1	0.12061	0.12059	0.074523	0.010194	0.019059	0.084598	0.060693	0.055769	0.029927	0.066079	0.48495	0.19361	0.13561	0.2427	0.17046	0.17691	0.098094	0.11561	0.18199	0.34681
2	0.113	0.11285	0.069811	0.0095369	0.017829	0.079193	0.056786	0.052253	0.028003	0.061846	0.31493	0.25848	0.66283	0.23475	0.22356	0.33042	0.51873	0.063923	0.62312	0.40072
3	0.38395	0.41985	0.2393	0.03656	0.068615	0.29051	0.2147	0.17771	0.10515	0.22978	0.35635	0.051804	0.26876	0.064933	0.18487	0.030093	0.9817	0.087025	0.56781	0.45748
4	0.29652	0.31122	0.18411	0.026706	0.050024	0.21663	0.15791	0.13713	0.077596	0.17033	0.36409	0.056082	0.51464	0.059151	0.071322	0.45478	0.5938	0.125	0.64697	0.36995
5	0.14978	0.15052	0.092594	0.012743	0.023829	0.10547	0.075817	0.06924	0.037371	0.082443	0.66275	0.16211	0.59626	0.15092	0.061454	0.29907	0.22021	0.10249	0.29424	0.44989
6	0.46894	0.54009	0.29354	0.048066	0.090483	0.37072	0.27934	0.21727	0.13613	0.29563	0.37236	0.26046	0.63599	0.19731	0.076993	0.45363	0.7271	0.034666	0.64876	0.32984
7	0.39057	0.42862	0.2435	0.037376	0.07016	0.29642	0.21935	0.18079	0.10739	0.23459	0.77281	0.17182	0.45629	0.090751	0.068005	0.39497	0.4318	0.0025127	0.36768	0.064526
8	0.019657	0.019474	0.012133	0.001642	0.0030689	0.013879	0.0097872	0.0091707	0.0048288	0.010797	0.62892	0.16704	0.69905	0.0829	0.17245	0.22783	0.75095	0.035484	0.24769	0.29523
9	0.078398	0.077958	0.048411	0.0065803	0.0123	0.05481	0.039203	0.036279	0.019337	0.04277	0.73148	0.043788	0.53864	0.20015	0.14968	0.45056	0.76015	0.12321	0.33767	0.29696
10	0.40986	0.45474	0.25578	0.039825	0.0748	0.31397	0.23324	0.18976	0.11408	0.24888	0.51938	0.20903	0.51	0.15376	0.037675	0.4162	0.53321	0.12093	0.56829	0.36631
11	0.40897	0.4535	0.2552	0.039709	0.074579	0.31314	0.23258	0.18935	0.11376	0.24821	0.82221	0.14429	0.63003	0.20706	0.1963	0.15817	0.3894	0.075351	0.23327	0.3592
12	0.4327	0.48671	0.27034	0.042867	0.080576	0.33533	0.25038	0.20039	0.1223	0.26639	0.68689	0.073276	0.26707	0.12391	0.093084	0.47164	0.37901	0.053023	0.41744	0.045047
13	0.31023	0.32745	0.19273	0.028153	0.052746	0.22774	0.16632	0.14349	0.08169	0.17921	0.74075	0.24867	0.71873	0.2051	0.2266	0.34818	0.7657	0.11495	0.46513	0.40527
14	0.48424	0.56371	0.30337	0.050419	0.09498	0.38625	0.29231	0.22441	0.14229	0.30857	0.55883	0.23562	0.2603	0.079775	0.18378	0.39961	0.9341	0.12116	0.50072	0.20111
15	0.059395	0.058962	0.03667	0.0049746	0.0092979	0.041521	0.029643	0.027508	0.014623	0.032385	0.7835	0.23994	0.37572	0.24164	0.21109	0.1724	0.60201	0.003202	0.1985	0.43868
16	0.30542	0.32173	0.18971	0.027642	0.051785	0.22383	0.16335	0.14126	0.080247	0.17609	0.40688	0.21064	0.071544	0.24869	0.1881	0.24556	0.35511	0.066329	0.38081	0.39487
17	0.13291	0.13315	0.082139	0.011263	0.021058	0.093364	0.067037	0.061448	0.033051	0.072948	0.85312	0.077806	0.65494	0.012284	0.17193	0.00809	0.23555	0.022139	0.50442	0.14529
18	0.038238	0.037909	0.023605	0.0031971	0.0059754	0.026786	0.019055	0.017745	0.0094006	0.020876	0.32441	0.26219	0.3554	0.06386	0.11583	0.074508	0.71425	0.0010333	0.38345	0.46561
19	0.48264	0.5612	0.30234	0.050166	0.094498	0.3846	0.29092	0.22366	0.14163	0.3072	0.31273	0.13375	0.37073	0.19329	0.18948	0.34743	0.84135	0.09701	0.38211	0.111
20	0.26082	0.27011	0.16174	0.023078	0.043203	0.18837	0.13673	0.12059	0.067256	0.14785	0.020933	0.24601	0.27956	0.22909	0.1995	0.37676	0.64904	0.091637	0.31884	0.40711
21	0.026068	0.02583	0.016091	0.0021782	0.0040709	0.01833	0.012982	0.012129	0.0064051	0.014273	0.26225	0.19721	0.078831	0.13	0.017718	0.17582	0.41808	0.12477	0.40601	0.39403
22	0.038362	0.038032	0.023681	0.0032075	0.0059948	0.026872	0.019116	0.017802	0.0094311	0.020943	0.23359	0.23818	0.11086	0.12875	0.21685	0.45711	0.77374	0.015223	0.07537	0.24777
23	0.33491	0.35738	0.20828	0.030842	0.057812	0.24817	0.18188	0.15494	0.089259	0.19559	0.80369	0.081791	0.52189	0.18502	0.22131	0.10808	0.79139	0.086792	0.29841	0.21447
24	0.42065	0.46969	0.26265	0.041241	0.077487	0.32397	0.24124	0.19478	0.11792	0.25707	0.79663	0.078363	0.27558	0.23161	0.22295	0.34451	0.93949	0.086462	0.50414	0.48776
25	0.056271	0.055848	0.034741	0.0047115	0.0088062	0.039342	0.028076	0.026067	0.013851	0.030683	0.24188	0.0057985	0.63565	0.072611	0.19022	0.033503	0.30686	0.03343	0.39988	0.35182
26	0.46957	0.54105	0.29394	0.048161	0.090664	0.37135	0.27987	0.21757	0.13638	0.29616	0.59565	0.11622	0.42221	0.016319	0.059348	0.20828	0.39662	0.063801	0.13742	0.10104
27	0.34433	0.36905	0.21422	0.031899	0.059806	0.25611	0.18798	0.15931	0.092218	0.20197	0.76573	0.07767	0.34629	0.081433	0.025364	0.26903	0.3615	0.05059	0.56039	0.28612
28	0.33147	0.35314	0.20611	0.030459	0.057092	0.24528	0.17968	0.15334	0.088187	0.19327	0.82859	0.14852	0.037406	0.10392	0.12099	0.28717	0.44078	0.11669	0.43637	0.15785
29	0.13208	0.1323	0.081623	0.01119	0.020923	0.092769	0.066606	0.061063	0.032838	0.072482	0.030756	0.15342	0.013553	0.22227	0.083777	0.18615	0.13712	0.048209	0.64261	0.4664
30	0.12399	0.12403	0.076614	0.010487	0.019607	0.087001	0.062431	0.057328	0.030783	0.067961	0.75463	0.17383	0.45315	0.005978	0.068395	0.35095	0.79549	0.060407	0.18419	0.32572
31	0.035618	0.035306	0.021987	0.0029775	0.005565	0.024964	0.017746	0.016536	0.0087552	0.019453	0.68264	0.063267	0.18378	0.1762	0.21058	0.47369	0.82782	0.11211	0.66779	0.46633
32	0.46028	0.52701	0.28798	0.046777	0.088023	0.36208	0.2722	0.21324	0.13273	0.28847	0.81126	0.1948	0.44993	0.2085	0.15288	0.28011	0.87153	0.11268	0.15876	0.38933
33	0.25601	0.26469	0.15873	0.022603	0.042311	0.18464	0.13395	0.11837	0.065895	0.14488	0.76429	0.25258	0.67936	0.16387	0.11173	0.28341	0.90615	0.010454	0.37078	0.16295
34	0.29752	0.3124	0.18475	0.026812	0.050222	0.21744	0.15852	0.1376	0.077894	0.17098	0.078152	0.10461	0.53319	0.22472	0.17602	0.15726	0.42223	0.048071	0.42875	0.13047
35	0.27174	0.28252	0.16858	0.024168	0.045252	0.19692	0.14311	0.12565	0.070373	0.15463	0.39761	0.11205	0.65118	0.086659	0.17022	0.37656	0.30734	0.067653	0.32421	0.14924
36	0.077304	0.076863	0.047735	0.0064876	0.012127	0.054044	0.038652	0.035774	0.019065	0.042171	0.42083	0.16862	0.62653	0.10861	0.22493	0.36522	0.33909	0.018158	0.37019	0.1604
37	0.44626	0.50628	0.27901	0.044755	0.084169	0.34835	0.26095	0.20671	0.12736	0.27711	0.74849	0.16407	0.0095532	0.087771	0.18737	0.45861	0.59936	0.1188	0.3047	0.1794
38	0.05732	0.056894	0.035388	0.0047998	0.0089712	0.040074	0.028602	0.026551	0.01411	0.031254	0.31301	0.26706	0.49353	0.16708	0.18419	0.43891	0.58396	0.10449	0.52279	0.26834
39	0.094518	0.094158	0.058377	0.0079517	0.014864	0.066135	0.047363	0.04372	0.023359	0.051627	0.51019	0.1798	0.58015	0.064561	0.18612	0.44062	0.63289	0.10147	0.56762	0.25478
40	0.25458	0.26308	0.15783	0.022462	0.042046	0.18353	0.13312	0.1177	0.065491	0.144	0.3277	0.23575	0.38191	0.025406	0.033116	0.2888	0.82162	0.12244	0.21367	0.34316
41	0.25458	0.26309	0.15784	0.022462	0.042047	0.18353	0.13313	0.11771	0.065492	0.144	0.72636	0.020608	0.49996	0.13901	0.18384	0.1641	0.059428	0.037218	0.13757	0.32051
42	0.29094	0.30469	0.18061	0.026127	0.048934	0.21215	0.15454	0.13455	0.075951	0.16676	0.20117	0.21302	0.65775	0.16545	0.22528	0.16243	0.46048	0.0047178	0.38329	0.064873
43	0.48507	0.565	0.3039	0.050548	0.095229	0.3871	0.29302	0.22479	0.14263	0.30928	0.69723	0.24661	0.51188	0.22853	0.19065	0.12572	0.34629	0.10901	0.12918	0.38652
44	0.04866	0.048269	0.03004	0.0040716	0.0076099	0.034038	0.024264	0.022554	0.01197	0.026539	0.22007	0.09363	0.63434	0.11816	0.10349	0.36886	0.56196	0.035994	0.29798	0.29174
45	0.44511	0.5046	0.27827	0.044592	0.083858	0.34723	0.26004	0.20617	0.12692	0.27619	0.27147	0.17786	0.62673	0.013548	0.13218	0.32267	0.41089	0.11168	0.10924	0.42563
46	0.14615	0.14677	0.090344	0.012423	0.02323	0.10286	0.07392	0.067563	0.036438	0.080393	0.12964	0.071626	0.70401	0.1925	0.20177	0.25684	0.64422	0.067806	0.65921	0.12459
47	0.075337	0.074892	0.04652	0.006321	0.011815	0.052666	0.03766	0.034866	0.018576	0.041094	0.86573	0.057932	0.56077	0.068635	0.0017138	0.015015	0.43525	0.095792	0.21175	0.21699
48	0.36479	0.39492	0.22716	0.03426	0.064265	0.27366	0.20155	0.16881	0.098791	0.21613	0.15439	0.19566	0.60136	0.11017	0.04525	0.21054	0.99357	0.089917	0.52344	0.097797
49	0.41614	0.46341	0.25977	0.040645	0.076355	0.31977	0.23787	0.19268	0.11631	0.25363	0.35492	0.17743	0.079776	0.21639	0.17881	0.45458	0.96614	0.055914	0.01074	0.032013
50	0.27485	0.28608	0.17052	0.024482	0.045841	0.19937	0.14494	0.12709	0.071267	0.15658	0.087452	0.25923	0.041744	0.09872	0.1429	0.46402	0.30894	0.0077669	0.027905	0.42833
51	0.098214	0.097885	0.060663	0.0082675	0.015455	0.06874	0.049241	0.045426	0.024285	0.053664	0.68155	0.23666	0.54329	0.23882	0.16963	0.067155	0.99341	0.12341	0.52888	0.31297
52	0.26351	0.27316	0.16342	0.023345	0.043705	0.19047	0.1383	0.12184	0.06802	0.14951	0.64171	0.22706	0.66694	0.082225	0.02975	0.41503	0.10095	0.084701	0.22957	0.29394
53	0.26881	0.27918	0.16674	0.023874	0.044698	0.19462	0.14139	0.12429	0.069532	0.1528	0.039747	0.11258	0.31625	0.0075051	0.062341	0.38289	0.018278	0.066112	0.25405	0.20389
54	0.017194	0.017033	0.010613	0.0014362	0.0026842	0.012169	0.0085604	0.0080344	0.0042235	0.0094631	0.020497	0.059765	0.50108	0.032605	0.17959	0.23169	0.8345	0.11376	0.3191	0.41691
55	0.090917	0.090532	0.05615	0.0076446	0.01429	0.063601	0.045536	0.042058	0.022459	0.049644	0.65891	0.20643	0.41325	0.16234	0.21784	0.11734	0.18486	0.096994	0.4946	0.419
56	0.29155	0.3054	0.181	0.02619	0.049053	0.21264	0.15491	0.13483	0.07613	0.16715	0.24419	0.12508	0.40651	0.14231	0.0056122	0.35592	0.14672	0.037638	0.18758	0.13308
57	0.48269	0.56128	0.30237	0.050175	0.094515	0.38466	0.29097	0.22368	0.14165	0.30724	0.604	0.2531	0.23939	0.2222	0.15939	0.43771	0.61161	0.060614	0.18505	0.10059
58	0.48405	0.5634	0.30325	0.050388	0.094921	0.38605	0.29214	0.22432	0.14221	0.30841	0.38551	0.26167	0.48568	0.24857	0.22068	0.3708	0.32252	0.1001	0.40533	0.26161
59	0.4046	0.44754	0.25243	0.039147	0.073514	0.30914	0.2294	0.18732	0.11223	0.24494	0.25131	0.024152	0.61207	0.016637	0.034945	0.39907	0.71676	0.12585	0.41532	0.010258
60	0.053617	0.053204	0.033101	0.0044882	0.0083888	0.037492	0.026746	0.024842	0.013195	0.029237	0.77336	0.20001	0.35579	0.17268	0.03218	0.24955	0.51703	0.077459	0.072255	0.082185
61	0.039277	0.03894	0.024246	0.0032842	0.0061381	0.027508	0.019573	0.018224	0.0096565	0.02144	0.036084	0.23759	0.64207	0.23387	0.20108	0.4192	0.97466	0.043101	0.57954	0.101
62	0.22199	0.22705	0.13748	0.019323	0.036156	0.15863	0.11469	0.10262	0.056465	0.12429	0.62844	0.043704	0.31647	0.13436	0.014327	0.13114	0.32498	0.1074	0.46471	0.13057
63	0.15085	0.15163	0.093261	0.012838	0.024006	0.10624	0.076379	0.069736	0.037648	0.083051	0.79815	0.10512	0.13053	0.24849	0.16519	0.3377	0.33833	0.093549	0.61339	0.051736
