0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
1	0.64902	0.44044	0.41405	0.024144	0.090044	0.20904	0.19282	0.33793	0.13544	0.018404	0.94166	0.8642	0.3408	0.92508	0.033325	0.77282	0.6942	0.63789	0.01359	0.79145
2	0.53307	0.35563	0.33367	0.018772	0.070467	0.16529	0.15237	0.27049	0.10638	0.014301	0.77669	0.40433	0.018706	0.79289	0.25948	0.78857	0.50613	0.8006	0.00092525	0.48932
3	0.071997	0.045208	0.042316	0.0020732	0.0079994	0.01929	0.017972	0.033363	0.012139	0.0015768	0.16027	0.51061	0.97109	0	0.55207	0.80649	0.070602	0.19443	0.5101	0.54133
4	0.27907	0.17945	0.16778	0.008769	0.03336	0.079761	0.073571	0.13404	0.050664	0.0066741	0.62801	0.22018	0.93162	0.87182	0.84503	0.16265	0.63395	0.88606	0.64907	0.15988
5	0.947	0.67127	0.63455	0.04095	0.14979	0.33718	0.3119	0.52728	0.22273	0.031266	0.91857	0.49993	0.015231	0.0040199	0.31743	0.61028	0.4242	0.68436	0.24401	0.3292
6	0.11986	0.075529	0.070598	0.0035204	0.013522	0.032593	0.030213	0.055859	0.020553	0.002678	0.069999	0.38256	0.42458	0.062609	0.056785	0.23742	0.9484	0.72479	0.15248	0.44609
7	0.12042	0.075887	0.070931	0.0035377	0.013587	0.032751	0.030358	0.056125	0.020653	0.0026911	0.75617	0.64542	0.10974	0.12869	0.099353	0.59558	0.1446	0.62812	0.28862	0.23396
8	0.90466	0.63733	0.60198	0.038257	0.14037	0.31749	0.29353	0.49892	0.2091	0.029202	0.44486	0.60777	0.27018	0.35976	0.82254	0.95019	0.74036	0.060183	0.77469	0.10115
9	0.149	0.094189	0.088015	0.0044298	0.016979	0.040884	0.037836	0.069772	0.025814	0.0033701	0.063764	0.51247	0.81373	0.00043861	0.38993	0.0023888	9.824e-05	0.96153	0.069849	0.44942
10	0.25823	0.16557	0.15477	0.0080417	0.030627	0.073323	0.067652	0.1235	0.046529	0.0061201	0.094271	0.0001813	0.28881	0.096169	0.89461	0.17189	0.75649	0.37617	0.63642	0.1093
11	0.016235	0.010304	0.0097437	0.00045686	0.0017911	0.004275	0.0040884	0.0076191	0.0026839	0.00034743	0.66576	0.12431	0.31177	0.03954	0.88271	0.99092	0.38929	0.95353	0.025617	0.758
